調査年月日,現状判断,分野,地区,業種,理由
2023-10-01,やや良くなっている,家計,津軽,一般小売店,７－９月の４半期は少し前年割れでしたが、９月が急回復したため、そのように回答しました。
2023-10-01,やや良くなっている,家計,県南,観光型ホテル・旅館,お客様の予約数が増加している。
2023-10-01,やや良くなっている,家計,県南,家電量販店,7月20日梅雨明けから8月いっぱい、気温上昇が続き、季節商品(エアコン・扇風機等)が好調。
2023-10-01,やや良くなっている,家計,県南,娯楽業,物価上昇で騒がれているが、来店客数は増えている。
2023-10-01,やや良くなっている,家計,東青,百貨店・スーパー,以前のようにコロナの増減に人の動きが影響されなくなってきたため。お盆の帰省、夏祭りによる人の動きもコロナ前に戻りつつあることで経済が回っている感じがするため。
2023-10-01,やや良くなっている,家計,下北,レストラン,売上が少しずつ伸びてきている。
2023-10-01,やや良くなっている,家計,下北,都市型ホテル,宿泊は満室の日も多く、コロナ禍以前よりも増えている。宴会も７割位までは回復し、婚礼も徐々にではあるが増えてはいます。ただ規模も件数も少なく、以前のようには戻らないと思う。
2023-10-01,やや良くなっている,企業,東青,広告・デザイン,リアルイベントの開催、お祭りの実施等で、生活者動向がコロナ前に戻っていると感じている。その行動復活に対し、民間各社がビジネスチャンスをしっかりと捉えている。
2023-10-01,やや良くなっている,企業,東青,経営コンサルタント,円安を要因に原材料価格の高騰は続いており、中国による水産物の輸入停止を受け水産加工の製造業は悪化している一方、新型コロナの影響が緩和し、宿泊・飲食サービスなどの業種は改善してきている。また、暑さが続いたことから飲料を扱う業種は好調であった。全体的にみると以前に比べ景気はやや良くなっている。
2023-10-01,やや良くなっている,企業,津軽,電気機械製造,新機種（スマートフォン）が発売されたため。
2023-10-01,やや良くなっている,企業,県南,飲料品製造,コロナ以前までには戻っていないが人の動きが正常化、観光客も増え、地元のイベントなども活性化している。いつもの大人数の会合等も普通に行われるようになり商品の動きも良くなった。
2023-10-01,やや良くなっている,企業,県南,経営コンサルタント,人流の増加で管内中心街の飲食店の売上げ増加の継続、紅葉シーズンを控え、ホテルの予約状況が好調である。
2023-10-01,やや良くなっている,企業,県南,建設,コロナも第５類へ移行となり、各種イベントや祭りの再開、帰省・旅行など人の往来も活発になったことで外食産業も持ち直し、3ヶ月前と比較すると回復傾向。
2023-10-01,やや良くなっている,雇用,県南,新聞社求人広告,コロナが5類に引き下がったことで人を集めるイベントが復活し、その運営を任されることが多くなったため。
2023-10-01,変わらない,家計,東青,衣料専門店,コロナ禍明けの前回の調査では上向き加減ではあったが、猛暑の影響かコロナ禍にあった昨年対比数パーセントアップ位では良くなっていると言えない。
2023-10-01,変わらない,家計,東青,タクシー,今年の冬がどのような冬になるのか未だに想像できないでいます。食料品や灯油・ガソリンなどの燃料代の物価高がどのようなカーブを描いていくのか、それに対して政府がどのような対処をとるのかによっても事は大きく変化してしまうと思っているからです。
2023-10-01,やや良くなっている,家計,下北,タクシー,旅行に行く人・来る人も多くなっている。食品等の値上げが続いていても特に買い控えをするニュースもない。ふるさと納税に支払金額が増えている。
2023-10-01,やや良くなっている,家計,東青,百貨店・スーパー,人流の回復、高額品の販売頻度増。
2023-10-01,良くなっている,家計,東青,卸売業,観光地、飲食店が回復し、ねぶた祭り、クルーズ船等人流がかなりあったため物(商品=お金)が動いた。
2023-10-01,良くなっている,家計,東青,観光名所等,ねぶた祭りが通常開催された。ねぶた祭りからお盆期間にかけての入場者数が特に多かった。概ね個人のお客様で団体旅行は全体の13％。
2023-10-01,変わらない,家計,県南,美容院,物価高と言われているが、今のところ変らない来店状況です。
2023-10-01,変わらない,家計,県南,商店街,電気代やガソリン等の油関係の先行きが見えないから。
2023-10-01,変わらない,家計,県南,コンビニ,お客様の買い物点数が変わっていないように思われる。
2023-10-01,変わらない,家計,県南,卸売業,一般の方について、酒税増税前の買い込み需要があると予想していたが、買い控えが多く売り上げが伸び悩んだ。代わりに業務店の方の売り上げは伸びている。
2023-10-01,変わらない,家計,県南,一般飲食店,良い時と、悪い時があり平均で見るととんとんかな〜。色々なイベントが氾濫して、当業種にはメリットがない。又、人出不足のため営業を縮小せざる得ない。
2023-10-01,変わらない,家計,県南,タクシー,夏場の需要（観光・帰省等での売上増）を期待していたが、想定したほどではなかった。
2023-10-01,変わらない,家計,県南,百貨店・スーパー,上向きのものもあれば、下向きのものもあり、トータルで±0かと。最低賃金引上げによる賃上げ、物品の値上げ。
2023-10-01,変わらない,家計,県南,レストラン,出張のお客様、観光のお客様は増えているが、地元のお客様が減っている。
2023-10-01,変わらない,家計,県南,スナック,平日が悪く、週末のみが良いから。タクシーが少なすぎて対応出来ない。
2023-10-01,変わらない,家計,県南,百貨店・スーパー,インフレの恩恵により売上は表面的には伸びているが、光熱費を始めとした経費負担が大きくのしかかり、景気が好転したという段階には達していないと感じる。
2023-10-01,変わらない,家計,県南,旅行代理店,昨年から海外旅行や修学旅行が復活している。
2023-10-01,変わらない,家計,県南,コンビニ,物の値段が上がっているだけで、客数は減っているため。
2023-10-01,変わらない,家計,津軽,乗用車販売,物価上昇に伴う賃上げが不足している。
2023-10-01,変わらない,家計,津軽,観光型ホテル・旅館,景気は依然として変わらない状況が続いている。
2023-10-01,変わらない,家計,津軽,観光名所等,一年前（コロナ禍）の状況と比べると景気は上向いているが、3か月前から見るとさほど変化は見られない。理由としてはインバウンドによるクルーズ船客や成田到着便・羽田便からの来訪者に変化が見られないため。
2023-10-01,変わらない,家計,東青,スナック,私達飲食業(スナック)はどうして悪いのか見当がつきません。
2023-10-01,変わらない,家計,東青,商店街,5月のコロナ５類移行もあり、お客様の動きは引き続き活発なように見えます。ねぶた祭りの時期も、県外客を含めお客様の入れ込みが多かったと周囲からも聞いています。
2023-10-01,変わらない,家計,東青,娯楽業,相変わらず横ばい状態です。
2023-10-01,変わらない,家計,東青,設計事務所,景況感に影響を及ぼす直接的な出来事は起きていない様に見受けられましたが、社会全体に重しが乗っかっている閉塞感は相変わらず感じます。
2023-10-01,変わらない,家計,東青,家電量販店,お盆期間の帰省ラッシュが昨年よりも増加傾向にあったように、コロナ明けによる人流回復は見受けられ、主に旅行・観光・各種イベント等の側面において経済活動は活発化しているように思われます。ただ一方ではガソリン代や日用消耗品など、毎日の生活に欠かせない品目の価格の高止まりが続いており、節約志向は依然として継続。不要不急の買い物は控える傾向が続いているように見受けられるため、景況感としましては概ね変化なしと判断いたします。
2023-10-01,変わらない,家計,東青,観光型ホテル・旅館,夏からの好調は現在でも続いている。外国人客も個人中心に引き続き多くみられる。
2023-10-01,変わらない,家計,東青,都市型ホテル,宿泊については県外からのレジャー、出張利用が堅調ではあるが、会議、宴会需要については想定より戻りが弱い。
2023-10-01,良くなっている,家計,東青,一般小売店,春以降の人流の活性化が秋も続いている。
2023-10-01,変わらない,家計,下北,ガソリンスタンド,コロナ感染が落ち着き、飲み会が増え、結婚式も出始めて来たが、物価の高騰でプラスマイナス0といったところではないでしょうか！？
2023-10-01,やや悪くなっている,雇用,東青,求人情報誌,毎月の物の値上げがあり、やってもやっても景気が良くなっていないと思います。
2023-10-01,やや悪くなっている,企業,県南,食料品製造,トランプ関税への警戒感。
2023-10-01,やや悪くなっている,企業,県南,電気機械製造,なかなか終わらない戦争と欧州のEVシフトの失敗、中国の不景気で安売り攻勢と日本も含めて景気が良くなる要素が無い。
2023-10-01,やや悪くなっている,雇用,東青,人材派遣,物価高・人材不足の影響でモノ消費が抑えられてしまっている。
2024-01-01,良くなっている,家計,東青,卸売業,インバウンド含む観光客等⼈流が昨年より多くなり、スーパー、観光地、飲⾷店等あらゆる業態で売上が増えている。
2024-01-01,変わらない,家計,東青,タクシー,政治資⾦パーティー券販売⾦の使途不明利用や、無理⽮理解禁しようとしているライドシェア等も最終的にはうやむやのままに終わりそうなので、⺠衆の⽣活においては何の変化も⾒られぬまま「やや悪い状態」の景気がだらだらと続いてしまいそうな気がします。
2024-01-01,変わらない,家計,東青,家電量販店,多⽅⾯で物価⾼騰ないし価格の⾼⽌まりが続いており、上昇しない賃⾦のなかで節約志向は依然として⾼まっている。最低賃⾦は10月の改定により引き上げとはなったものの、先⾏きの不透明さが続いているため消費よりも貯蓄に回す⽣活者は多いと思われ、結果として経済活動はここ数カ月で比較してもさほど変化はないと判断される。
2024-01-01,変わらない,家計,東青,設計事務所,ここまで温暖、少雪で⽣活の負担は軽減しておりましたが社会情勢は⼀向に庶⺠⽣活のレベルに景況感をもたらす変化が起きておりません。穏やかな新年を迎えたので上昇気流に期待を︕
2024-01-01,変わらない,家計,東青,娯楽業,景気が上向く感じが無いまま、横ばい状態です。
2024-01-01,変わらない,家計,東青,娯楽業,場内の売上、来場者数から判断するとほぼ3か月前とほぼ同様の数値を示しているため。
2024-01-01,変わらない,家計,東青,商店街,秋まで⾼温が続くなど季節のメリハリが弱かった。商店街の⼈通りは増えてきており、年末年始には飲⾷店の予約が取りづらいなどマインドは明るくなっています。
2024-01-01,変わらない,家計,津軽,美容院,給料と休⽇を増やすために値上げや⽣産性向上の努⼒をしているが、来店スパンが少し⻑くなっていたり、よく出ていた複合メニューの割合が下がっていて、思うような結果までにはなっていない。
2024-01-01,変わらない,家計,津軽,観光名所等,コロナ明け特需の反動による国内客減少。⻘森空港国際定期便就航によるインバウンド客増加。
2024-01-01,変わらない,家計,東青,百貨店・スーパー,⼈の動きは以前よりあると感じますが、お⾦をかけるもの、かけないもののメリハリは3ヶ月前と変わっていないため。
2024-01-01,変わらない,家計,津軽,ガソリンスタンド,イベントの通常開催、旅⾏、帰省などに対しての⾏動制限がなくなったことで経済活動の動きは増したように感じる⼀⽅で、⾷料品・⽣活用品や光熱費の⾼騰は続いており、⽣活する上で身近なものの価格が変動しているため、景気が上向いているように感じにくい。
2024-01-01,変わらない,家計,津軽,乗用⾞販売,物価⾼騰に賃⾦が追いついていない。
2024-01-01,変わらない,家計,津軽,スナック,物価⾼。
2024-01-01,変わらない,家計,津軽,住宅建設販売,イベント集客や展示場来客数が変わらないから。
2024-01-01,変わらない,家計,県南,百貨店・スーパー,3か月前からの数字の推移から、特に変化は⾒られない。
2024-01-01,変わらない,家計,県南,ガソリンスタンド,特段の変化は感じられない。
2024-01-01,変わらない,家計,津軽,設計事務所,建築資材が⾼騰してる影響だと思うが住宅着⼯数は前年対比で落ち込んでいるようです。幾分落ち着いてくれたら増となると思いますがその雰囲気は感じません。
2024-01-01,変わらない,家計,東青,観光名所等,紅葉シーズンから11月初旬の⼊場者数が多かった。夏も良かったので横ばい。
2024-01-01,やや良くなっている,企業,下北,⾷料品製造,物価⾼騰の話題やなるべく価格をおさえて商品を買うようにしている⽅が多く感じますが、来客数はあまり変化がないように思います。
2024-01-01,変わらない,家計,県南,観光名所等,⼤きな変化がなく、このままの状態が続くと思われる。
2024-01-01,良くなっている,家計,津軽,⼀般小売店,第⼆四半期が前年比割れだったが、第三四半期は久しぶりの⼆桁アップだったので。
2024-01-01,やや良くなっている,家計,東青,百貨店・スーパー,晩夏〜初秋まで、⾼温が続き外出を控える傾向が強く、購買意欲が低下しているように感じた。冬に⼊るにつれ、少しずつ⼈流が出てきた。また、客船の接岸等による外国⼈観光客の増も好調要素となった。
2024-01-01,やや良くなっている,家計,東青,⼀般飲⾷店,年末になって、⻑くコロナで移動を控えていた⼈やイベント(忘新年会)を我慢してきた⼈が久しぶりにお店での会合を⾏った。
2024-01-01,やや良くなっている,家計,東青,美容院,少しずつ本当に少しずつ前向きになっています。
2024-01-01,やや良くなっている,家計,津軽,商店街,年末年始や通常の帰省が可能になった現在、3ヶ月前の秋よりは⼈が移動している様⼦が伺える。1月上旬の抽選会⾏事では前年度よりも抽選券の回収率もよく、街へ出て買い物をしている様⼦も感じられた。
2024-01-01,やや良くなっている,家計,津軽,旅⾏代理店,売上が安定している。企業の旅⾏も増えてきている。
2024-01-01,やや良くなっている,家計,津軽,レストラン,⼀昨年と比べると昨年(12月まで)は上向きだったが、直近(12月後半から）は下向きのため。
2024-01-01,変わらない,家計,東青,⼀般小売店,冬期に⼊り、観光目的その他での流⼊に⼀服感。
2024-01-01,やや良くなっている,家計,県南,旅⾏代理店,海外旅⾏も団体での申し込みになってきている。
2024-01-01,やや良くなっている,家計,県南,卸売業,御歳暮需要により売り上げが伸びているため。
2024-01-01,やや良くなっている,家計,下北,レストラン,客単価が⾼くなっている。
2024-01-01,やや良くなっている,家計,下北,タクシー,年末の帰省や、旅⾏で遠出・出国するニュースを⾒ていると、コロナ前より動きが多いことと、外国⼈のインバウンドが戻っているとのことで。
2024-01-01,やや良くなっている,家計,下北,ガソリンスタンド,秋に観光客が増えた感じでした。当市内でも中国語を話している⼈を何⼈か目撃しましたし、ホテルの宿泊が取れないという話をよく聞きました。年末年始の忘新年会もコロナ前までとはいかないようですが、ここ数年で⼀番良かったようです。
2024-01-01,やや良くなっている,企業,東青,広告・デザイン,お取引企業様（各種業種）のお正月初売りが軒並み好調だったと聞こえている。年初めの消費動向の良さを感じた。
2024-01-01,やや良くなっている,企業,県南,飲料品製造,忘年会シーズンまっただ中にあるが、11月から12月にかけて経済団体等ホテルでの⼤⼈数での会合もしっかり⾏われ、夜の街の⼈出も多く⾒られた。またビジネスや観光の目的で遠⽅からの⼈の動きも引き続き活発に⾒られる。
2024-01-01,やや良くなっている,企業,県南,建設,コロナも落ち着いて街中の⼈流も多くなり、買物客を多くみかけるようになった。特に円安の影響でインバウンドがコロナ前に戻ったように⾒え、観光分野で⾒ると地⽅にもよい影響を与えている感じはある。
2024-01-01,やや良くなっている,家計,県南,百貨店・スーパー,冬季賞与を昨年より多く頂いたため。
2024-01-01,変わらない,家計,県南,レストラン,地元のお客様の動きがいいとは言えない。スケートの⼤会で県外のお客様、プレミアム商品券利用のお客様で店内が賑わっているようには⾒えるが、お酒を飲む⽅は少なく残念に思います。
2024-01-01,変わらない,家計,東青,コンビニ,お客様の⼈数、売上げ等に変化がないため。
2024-01-01,変わらない,家計,県南,住宅建設販売,クリスマスや年末も活気がないような気がした、物価上昇で購買意欲が減退していると思う。
2024-01-01,やや悪くなっている,家計,東青,旅⾏代理店,物価が上がっているにもかかわらず、給料が上がらず⽣活が苦しい。
2024-01-01,やや悪くなっている,家計,津軽,コンビニ,⼈件費・光熱費が⾼騰しているのでお店⾃体はよくなっていない。
2024-01-01,やや悪くなっている,家計,津軽,都市型ホテル,観光客の減少。
2024-01-01,やや悪くなっている,家計,県南,スナック,平⽇が静かすぎる。タクシーも少なくて不便を感じる。
2024-01-01,やや悪くなっている,家計,県南,タクシー,11月中旬以降、タクシー需要が昨年に比べても、⽇に⽇に少なくなっている印象。年末、年始の需要も⼤したことはもなかった。忘新年会の話も会社単位での開催が年々少なくなっている感じだ。
2024-01-01,やや悪くなっている,家計,県南,商店街,ウクライナや中東の問題が継続したままで、解決の兆しが全く⾒えないから。
2024-01-01,やや悪くなっている,家計,県南,⾐料専門店,エネルギーコストの上昇に伴う家計負担増、⾷料品を中⼼とした必需品の値上げによる⽣活防衛意識の⾼まり。
2024-01-01,やや悪くなっている,家計,東青,ガソリンスタンド,倒産件数が増え、⼤⼿企業の撤退が目⽴つ。
2024-01-01,やや悪くなっている,家計,県南,家電量販店,物価の⾼騰や、ガソリンや燃料費が⾼く、消費⾏動に影響を感じる。
2024-01-01,やや悪くなっている,家計,県南,設計事務所,まだ好転する要素が少ない。
2024-01-01,やや悪くなっている,企業,東青,⾷料品製造,年末年始の予約状況、購⼊状況が非常に悪い。⾷⽣活に家庭の味、我が家の味、伝統の味が伝わっていない事を実感します。
2024-01-01,やや悪くなっている,企業,津軽,電気機械製造,部品の受注が減っている。
2024-01-01,やや悪くなっている,企業,県南,広告・デザイン,年末年始の売上に期待はあったが、様々な原料等の値上げで利益率が低下。簡単に価格を上げるわけにも⾏かず今後も苦労すると思われる。
2024-01-01,やや悪くなっている,雇用,津軽,⼈材派遣,所得が増えない割に、相変わらず顕著に物価上昇が続いているため、悪くなっているのではないか。
2024-01-01,悪くなっている,家計,東青,レストラン,12月は、クリスマス、年末のオードブル、お節などで忙しかったが、年が明けると、毎年のことだか、静かになる。特に今年は震災や航空機事故などで…。
2024-01-01,変わらない,家計,県南,⼀般飲⾷店,どのような要因かはっきりつかめていないが、今までの様⼦とがらっと異なる。はっきりしている事は、物価上昇、円安などが起因しているのかな〜と考えられる。
2024-01-01,やや悪くなっている,家計,県南,⼀般小売店,昨年からの電⼒、原油(ガソリン・灯油)価格、⾷品を中⼼とする物価の⾼騰で消費が停滞するから。
2024-01-01,やや悪くなっている,家計,東青,観光型ホテル・旅館,忘年会需要は例年並みまで届かず、対して個⼈は比較的堅調です。
2024-01-01,やや悪くなっている,家計,県南,コンビニ,個⼈も企業も経費の負担が増えているように思える。
2024-01-01,やや悪くなっている,家計,東青,⾐料専門店,コロナ明け、街を⾒ると観光客の流⼊も感じられることから雰囲気は良くなってるはずが商店街の活気は感じられない、来店者のわくわく感、ドキドキ感も弱いように感じられる。
2024-01-01,変わらない,家計,県南,美容院,顧客の来店頻度にあまり変化がないのと、会話内容にもあまり変化が感じられない。
2024-01-01,やや悪くなっている,家計,東青,都市型ホテル,前年まで実施されていた宿泊施策「全国旅⾏⽀援」終了により、冬季間の宿泊者の動きが鈍化。インバウンドも増加傾向にあるが、旅⾏者の絶対数から恩恵は駅前周辺ホテルに限定されているように感じます。飲⾷部門についてはアフターコロナで忘年会の戻りを期待していたが直近の問い合わせが多く、早め問い合わせで計画的に⽇程調整などできていればより売上につなぐことができた。⾃社として次年度への課題。
2024-01-01,変わらない,家計,下北,百貨店・スーパー,所得があがったが各種要因で物価が上昇しているため総合的には変わらないか下がり気味である。
2024-01-01,変わらない,家計,下北,都市型ホテル,コロナウイルス感染症の５類移⾏後、⼈の動きは活発化したが、それもひと段落した感じで、やや落ち着いている印象です。
2024-01-01,変わらない,家計,下北,⼀般飲⾷店,３ヶ月前は、そろそろコロナも収束して良くなるだろうと思ってすこしは景気も良くなるんじゃないかと思われたんですが、物価の上昇もあり、当市だけでしょうか︖なかなか財布の紐が硬いです。
2024-01-01,変わらない,家計,下北,コンビニ,⾼い値段のものにあまり⼿を出さない。年⾦をかなり待って使っている。
2024-01-01,変わらない,企業,東青,経営コンサルタント,労働⼒不⾜、物価上昇解消の抜本的な対策が取られていない。
2024-01-01,変わらない,企業,津軽,経営コンサルタント,地元経済団体の集まりは昨年と比べると格段に⼈も集まり活発になってきているものの、個々の事業所からはあまり業績が伸びていない、今後の⾒通しも天候等に左右される部分が多いなどの声が聞こえた。冠婚葬祭も結婚式は内輪でこじんまり、葬儀はコロナ禍の会葬⽅式がすっかり根付いてしまったように⾒える。ただ昨年に比べると年末年始の交通機関の混雑と外国⼈も含めた観光客が久々に増えたなと感じました。
2024-01-01,変わらない,企業,県南,紙・パルプ製造,現状の⽣産・販売量が今後も同じレベルのため。
2024-01-01,変わらない,家計,県南,乗用⾞販売,年末年始の⾏事及び⼈の動きもコロナ前にもどり、⼈流も増加し市場に活気が出てきている。
2024-01-01,変わらない,企業,県南,電気機械製造,コロナ明けが本格的になり個々⼈では「旅⾏に⾏った」「美味しいものを⾷べてきた」など聞きますが、ビジネスでは欧州の戦争や中国経済の冷え込みで案件が少ないままです。
2024-01-01,変わらない,企業,県南,⾷料品製造,物価⾼の中、賃⾦が上がっていないため。
2024-01-01,変わらない,雇用,東青,求⼈情報誌,特に求⼈広告では、これまで採用を控えていた企業が時期を⾒た上で出稿する企業と、予算の事情で採用活動に費用をかけられない企業とに⼆分している印象がある。昨秋からこの傾向が続いているため、変動はないと感じている。また昨年は特に商品にかかる製造費用が⼤幅に上昇し、会社として利益を上げにくい環境になっている。この状況が変わらない限り、景気が上向くことは難しそうである。
2024-01-01,変わらない,雇用,東青,新聞社求⼈広告,物価の上昇、燃料費の⾼⽌まり、伸び悩む賃⾦、社会不安の影響で消費が回復しないので、少なくとも良くなっている感覚はないと思います。
2024-01-01,変わらない,雇用,津軽,新聞社求⼈広告,インバウンドの増加により観光関連は持ち直し傾向にあるとはいえ、業種や業者によってバラつきがみられる。原材料価格や光熱費の⾼騰、慢性的な⼈⼿不⾜などが影響しているように思う。
2024-01-01,変わらない,雇用,県南,新聞社求⼈広告,せっかくコロナが5類に引き下がったのに、物価⾼により飲⾷業の調⼦が上向かないため。
2024-01-01,変わらない,企業,県南,経営コンサルタント,宿泊飲⾷業は、⼈流の増加で売上増加傾問が続いているが水産加⼯業は、サバ等水揚げ不振で原料確保難が続いている。
2024-04-01,やや良くなっている,家計,下北,都市型ホテル,コロナ感染症が５類へ移⾏してから、初の歓送迎会時期だったが、かなり以前に戻ったように感じます。但し、冠婚葬祭は規模がコロナ禍で縮小したまま定着してしまったと思います。
2024-04-01,やや良くなっている,企業,東青,広告・デザイン,クライアントからの受注が順調に推移。それを⾒据えてのR6自社予算計画をたてられている。
2024-04-01,やや良くなっている,企業,津軽,食料品製造,物価が上がっている中で多少価格が安定してきている物もある。
2024-04-01,やや良くなっている,企業,津軽,電気機械製造,受注が増えて来ている。
2024-04-01,やや良くなっている,企業,県南,紙・パルプ製造,生産・販売量が増えているため。
2024-04-01,やや良くなっている,企業,下北,食料品製造,季節が変わり⼈の出⼊りも増えはじめ冬季よりは客数が増えた為やや良くなっているを選択しました。
2024-04-01,やや良くなっている,雇用,津軽,新聞社求⼈広告,春の観光シーズンへの期待感から⼈やモノが動いている。
2024-04-01,変わらない,家計,東青,一般小売店,引き続き、やや上昇気配ということ。
2024-04-01,変わらない,家計,東青,旅⾏代理店,物価の高騰に賃⾦UPが追いついていない。
2024-04-01,変わらない,家計,東青,タクシー,コロナ明けによる社会活動の復活は徐々に⾒られるものの、諸物価（特に食料品）の高騰と⼈⼝減少（それに伴う⼈⼿不足）による個⼈消費の低迷、企業にとっては労働時間の２０２４年問題に意味不明の賃上げ要請に⾦利復活と、個⼈と企業の双方に明るい要素が何も⾒られないまま時が経過してゆくものと思われます。
2024-04-01,変わらない,家計,東青,設計事務所,賃⾦、初任給、株価、が上昇、地方都市の経済環境にどの程度の波及現象が⾒られるのか今のところ肌では感じ得ない。建築資材価格も高止まり、職⼈不足もあり好材料がない。
2024-04-01,変わらない,家計,東青,商店街,気候が暖かかったため、季節商品の動きは鈍かった。しかし、街の⼈通りは着実に増えているため。
2024-04-01,変わらない,家計,津軽,ガソリンスタンド,⾏動制限や制約のない⾏事・イベントによる⼈やお⾦の動きの活発化、各企業においては賃⾦アップの傾向がみられることから景気が上向いているように感じる要素はある。その反⾯、原材料・光熱費の高騰、物価高の状況は続いており、個⼈・消費者側としては生活水準が上がったとはなかなか感じづらく、企業・売り⼿側としては積極的な値上げ等を講じることは顧客離れにつながることから「企業努⼒の限界」のギリギリまで耐えている場合が多いため、総合的にみてどちらとも言えない（変わらない）。
2024-04-01,変わらない,家計,津軽,娯楽業,⼈々の動きは活発になったとは思うが、景気自体が良くなってるかと言われたら、大きく変わってないと思う。
2024-04-01,変わらない,家計,津軽,乗用⾞販売,2023年度より賃上げが実現され、本年度も賃上げが実施される⾒込ではあるが実質賃⾦はまだまだプラスとは言えず、まだまだ高額商品の買い控えは続くと思われる。
2024-04-01,やや良くなっている,家計,下北,タクシー,物価に追いついていないとは言え、昇給や賃上げも実施され、気持ち的には余裕が出ていると思います。
2024-04-01,変わらない,家計,東青,百貨店・スーパー,年度末の異動等、歳時期の⽀出単価が下がったから。
2024-04-01,やや良くなっている,家計,下北,レストラン,客単価が上がっている。
2024-04-01,良くなっている,家計,津軽,百貨店・スーパー,当社の来客数・売上⾦額共に上昇している為。
2024-04-01,やや良くなっている,家計,津軽,一般小売店,マスクを外す⼈が、少しずつ増えてきているので、当社の取り扱い商品の需要は少しずつアップしている。
2024-04-01,変わらない,家計,津軽,スナック,物価高や燃料費高騰。
2024-04-01,良くなっている,家計,津軽,設計事務所,私の周囲の建設業関連業者においては今年計画している⼯事や業務のボリュームが例年以上と感じます。年度初めという影響もあると思いますが飲食店も予約がなかなか取れないほど繁盛しているようです。
2024-04-01,良くなっている,家計,県南,旅⾏代理店,社員旅⾏や団体ツアーを⾒積もる際、希望の⾏き先に海外を挙げる方が増えた。カレンダーで連休になりそうな⽇は、早めに旅⾏計画をして来店相談する方が増えた。
2024-04-01,やや良くなっている,家計,東青,卸売業,ドラッグストアが好調。管内に大⼿小売り店オープンと活気づいている。
2024-04-01,やや良くなっている,家計,東青,百貨店・スーパー,⾏事やイベントも制限されることなく以前のような通常開催が増えているため。天候に左右されてる点もあるが、外出している⼈が多くなっており、消費に繋がっている。
2024-04-01,やや良くなっている,家計,東青,⾐料専門店,前回の調査で現況は悪いと回答しましたが、暖冬から雪対策の心配から解放され外出が増えているようです。また門出の時期でもあり洋服等を新調される方が活発になってきました。
2024-04-01,やや良くなっている,家計,東青,一般飲食店,⾊々季節の⾏事、⼈事異動に伴ってこれまで自粛していた送別会などが少し増えた。まだまだひかえている方もいるが次第に上向きになっているように感じました。
2024-04-01,やや良くなっている,家計,東青,都市型ホテル,宿泊︓旅⾏⽀援の特需が終了したが、一定数の観光、ビジネス需要は継続している。今後もインバウンド増加等で需要は継続すると思われます。飲食︓宴会自粛ムードも終了し、コロナ前の状態に戻っている。大規模な宴席が減少の傾向あり、という話も聞くが、当館については宴会場の規模で大型案件の受注ができないことからその影響は感じられません。また、今後は冠婚葬祭等親族の集まりも以前通りに実施されることを期待しています。
2024-04-01,やや良くなっている,家計,東青,ガソリンスタンド,繁華街の夜の⼈出が増えているように感じるため。
2024-04-01,やや良くなっている,家計,東青,美容院,季節の変わりで出かける事が多くなった。現在は、コロナに対して気をつけなければというのは少なくなったように思います。
2024-04-01,やや良くなっている,家計,東青,家電量販店,物価の高止まりは依然として続いてはおりますが、観光需要やインバウンド消費の拡大などが景気の好循環を後押しする形となっているように⾒受けられます。また、高水準の賃上げも各企業で実施されていることも影響してか、個⼈消費は緩やかではありますが上昇傾向にあると判断されます。
2024-04-01,やや良くなっている,家計,東青,レストラン,インバウンドの影響があるかな?県外のお客様もちらほら。
2024-04-01,やや良くなっている,家計,東青,娯楽業,今年の冬は降雪量も少なく、天候も穏やかだったからか、１⽉から若⼲ではあるが、集客が増えました。
2024-04-01,やや良くなっている,家計,津軽,美容院,3ヶ⽉前の話題は震災の影響が⾊濃く残っていたが、今は春闘の満額解答など明るい話題がある。値上げラッシュは心配だが。
2024-04-01,やや良くなっている,家計,津軽,一般飲食店,県外、海外の観光客数が増えているが、スタッフが足りずに売上が増やせないでいる。
2024-04-01,やや良くなっている,家計,津軽,商店街,3⽉は海外、県外の観光客が増え、街歩きをしている姿を⾒かける。また4⽉からのさくらまつりに合わせて春期間は景気が一時的に良くなることが期待されるため。
2024-04-01,やや良くなっている,家計,津軽,レストラン,桜まつり期間の予約状況から。
2024-04-01,やや良くなっている,家計,県南,一般小売店,コロナの影響がほぼ収束した感が有る事。インバウンドを吸収できる業種はプラスに転じていると思うから。
2024-04-01,変わらない,家計,津軽,住宅建設販売,新築計画のお客さまは、一方的に⾦額が合いません。物価(資材)の高騰により更に値上がっていて私達自⾝が⾒積り提出に懸念をいだく程です。
2024-04-01,変わらない,家計,津軽,観光名所等,昇給の話、話題で周辺ではコロナも収まり加減。やれやれと思っていたら、4⽉に⼊り運賃や取扱の商品の異常の値上がり通告。以前から比べてゴミは大幅削減したにもかかわらずこれも大幅値上げ。社会環境の変化をじっくり確認している。
2024-04-01,変わらない,家計,県南,ガソリンスタンド,大きな変動はないように思われる。4⽉から各商品の値上げ状況が景気の足を引っぱるのか心配です。
2024-04-01,変わらない,雇用,県南,新聞社求⼈広告,業績が良いのは大⼿小売業など一部に限られている。企業の⼈⼿不足が慢性的で、それが好景気へのボトルネックになっている印象。
2024-04-01,やや悪くなっている,家計,東青,住宅建設販売,値上がりリスクを考えてお客さんの動きが鈍くなっている。
